engine_type,multi_engine,tp_mods,shp,length,height,wing_span,fw,mew,auw,vmax,vcruise,vstall,hmax,hmax_one,roc,vlo,vl,range
Jet,True,False,,88.33333333,24.41666667,77.83333333,29500.0,42500.0,75000.0,505.0,459.0,115.0,45000.0,27000.0,4122.0,5450.0,3190.0,4220.0
Jet,True,False,,88.33333333,24.41666667,77.83333333,29500.0,42500.0,73200.0,510.0,459.0,108.0,45000.0,27000.0,4219.0,5265.0,3393.0,4420.0
Jet,True,False,,88.33333333,24.41666667,77.83333333,29280.0,43900.0,75000.0,586.96,533.6,,45000.0,23440.0,,,,3976.0
Jet,True,False,,88.33333333,24.41666667,77.83333333,26700.0,43000.0,71300.0,586.96,533.6,,45000.0,24300.0,,,,3526.0
Jet,True,False,,89.33333333,25.16666667,77.83333333,29280.0,42600.0,73900.0,586.96,533.6,,45000.0,Unknown,,,,4350.0
Jet,True,False,,89.33333333,25.16666667,77.83333333,26000.0,42300.0,70900.0,586.96,533.6,,45000.0,26000.0,,,,3800.0
Jet,True,False,,83.08333333,24.33333333,77.83333333,28300.0,38000.0,69700.0,503.0,459.0,104.0,45000.0,23400.0,4049.0,5115.0,3250.0,3767.0
Jet,True,False,,62.25,21.41666667,58.08333333,15000.0,19800.0,35450.0,566.95,533.6,,45000.0,23720.0,395.0,,,3400.0
Jet,True,False,,79.91666667,24.5,77.83333333,28300.0,38150.0,69700.0,503.0,459.0,103.0,45000.0,23400.0,4049.0,5115.0,3250.0,3680.0
Jet,True,False,,79.91666667,24.5,72.5,26800.0,37186.0,65500.0,503.0,459.0,103.0,45000.0,23000.0,4240.0,5750.0,3168.0,2795.0
Jet,True,False,,79.91666667,24.5,68.91666667,23300.0,36544.0,64800.0,503.0,459.0,108.0,45000.0,25400.0,4345.0,5625.0,3198.0,2592.0
Jet,True,False,,56.75,19.08333333,55.58333333,10300.0,14950.0,26100.0,566.95,533.6,,45000.0,Unknown,,,,2954.0
Jet,True,False,,54.83333333,18.33333333,54.58333333,9365.0,13950.0,24650.0,586.96,533.6,,45000.0,27000.0,,,,2950.0
Propjet,True,False,1950.0,63.75,23.33333333,78.33333333,10463.0,23008.0,36000.0,340.0,299.0,87.0,30000.0,16000.0,1900.0,,,2164.0
Jet,True,False,,69.16666667,19.58333333,61.75,14600.0,21775.0,37500.0,560.28,422.0,,42900.0,28000.0,,,,3400.0
Jet,True,False,,53.75,17.08333333,51.33333333,11440.0,,31000.0,,452.0,,43000.0,21000.0,3577.0,6000.0,,
Jet,True,False,,51.16666667,17.58333333,51.33333333,10000.0,15120.0,27400.0,463.0,432.0,,41000.0,Unknown,3500.0,4900.0,3650.0,
Jet,True,False,,51.16666667,18.08333333,54.33333333,10000.0,15670.0,28000.0,533.6,402.0,,39000.0,18800.0,,,,2522.0
Jet,True,False,,51.16666667,18.08333333,54.33333333,10000.0,16500.0,28000.0,452.0,430.0,,41000.0,Unknown,3415.0,,,2929.0
Jet,True,False,,51.16666667,18.08333333,51.25,8950.0,16250.0,27000.0,447.0,430.0,,41000.0,Unknown,3500.0,,,1978.0
Jet,True,False,,48.41666667,13.91666667,43.5,4912.0,10500.0,16300.0,520.26,414.0,,43450.0,20600.0,,,,1565.0
Jet,True,False,,50.75,17.58333333,47.0,9450.0,14150.0,24800.0,443.0,400.0,87.0,41000.0,21600.0,3000.0,5800.0,3600.0,
Jet,True,False,,50.5,17.25,47.0,9450.0,12865.0,25000.0,456.0,435.0,83.0,41000.0,25000.0,4500.0,4850.0,2125.0,
Jet,True,False,,47.41666667,16.5,47.0,9100.0,11920.0,23300.0,443.0,385.0,77.0,41000.0,25000.0,3100.0,5000.0,1990.0,
Jet,True,False,,47.41666667,16.5,47.0,9100.0,12000.0,22700.0,443.0,385.0,79.0,41000.0,26000.0,4150.0,3800.0,2450.0,
Jet,True,False,,42.5,14.75,39.66666667,2845.0,7348.0,10700.0,422.0,420.0,,43000.0,26400.0,3990.0,,,1223.0
Jet,Unknown,False,,55.58333333,18.33333333,54.58333333,9365.0,,24650.0,430.0,,,45000.0,Unknown,,,,2700.0
Jet,True,False,,55.58333333,18.16666667,52.66666667,9381.0,,23500.0,,430.0,,45000.0,23600.0,,,,3104.0
Jet,Unknown,False,,55.58333333,18.16666667,52.66666667,9381.0,,23500.0,,397.0,,45000.0,Unknown,,5400.0,2450.0,3104.0
Jet,True,False,,52.25,15.75,44.75,9580.0,12800.0,23500.0,476.0,415.0,89.0,45000.0,29000.0,3500.0,5250.0,2350.0,2904.0
Jet,True,False,,52.25,15.75,44.75,8710.0,12500.0,22850.0,471.0,426.0,90.0,45000.0,29000.0,3200.0,4950.0,2450.0,2440.0
Jet,True,False,,52.25,15.75,44.66666667,8620.0,11500.0,20700.0,471.0,426.0,87.0,45000.0,22500.0,4040.0,5750.0,2900.0,1450.0
Jet,True,False,,50.41666667,15.75,43.25,7350.0,10500.0,18500.0,471.0,426.0,84.0,45000.0,25000.0,5000.0,5450.0,3900.0,1100.0
Jet,True,False,,50.41666667,15.75,43.25,6250.0,10500.0,17500.0,471.0,426.0,82.0,40000.0,25000.0,4400.0,5400.0,3900.0,950.0
Piston,Unknown,False,120.0,21.41666667,7.833333333,30.0,241.2,780.0,1320.0,125.0,120.0,39.0,15000.0,Unknown,700.0,,,840.0
Piston,Unknown,False,120.0,21.41666667,7.833333333,32.41666667,234.5,800.0,1320.0,130.0,120.0,39.0,15000.0,Unknown,700.0,,,800.0
Piston,Unknown,False,80.0,19.0,7.5,31.66666667,234.5,680.0,1320.0,115.0,100.0,38.0,15000.0,Unknown,,,,1030.0
Piston,Unknown,False,180.0,24.91666667,9.333333333,38.0,268.0,1555.0,2400.0,122.0,114.0,39.0,13000.0,Unknown,800.0,1275.0,900.0,296.0
Piston,Unknown,False,180.0,23.5,8.083333333,34.0,201.0,1520.0,2350.0,123.0,117.0,45.0,13500.0,Unknown,800.0,1375.0,900.0,305.0
Piston,Unknown,False,150.0,23.5,8.083333333,34.0,201.0,1450.0,2150.0,109.0,97.0,50.0,9500.0,Unknown,700.0,1550.0,900.0,320.0
Piston,Unknown,False,180.0,24.91666667,8.416666667,38.0,268.0,1345.0,2400.0,125.0,122.0,39.0,13500.0,Unknown,1000.0,1250.0,,296.0
Piston,Unknown,False,180.0,24.91666667,9.333333333,38.0,268.0,1575.0,2400.0,149.0,143.0,39.0,20000.0,Unknown,800.0,1275.0,900.0,543.0
Piston,Unknown,False,200.0,24.91666667,9.333333333,38.0,268.0,1535.0,2600.0,,130.0,39.0,14700.0,Unknown,1200.0,875.0,900.0,455.0
Piston,Unknown,False,200.0,24.91666667,9.333333333,38.0,268.0,1555.0,2690.0,135.0,130.0,39.0,14700.0,Unknown,1200.0,1050.0,950.0,455.0
Piston,Unknown,False,200.0,25.0,9.333333333,38.0,321.6,1660.0,2690.0,,127.0,39.0,12500.0,Unknown,980.0,,,800.0
Piston,Unknown,False,250.0,28.08333333,10.0,38.0,569.5,1850.0,3140.0,,122.0,53.0,12500.0,Unknown,900.0,,,1000.0
Piston,Unknown,False,270.0,28.33333333,10.08333333,38.33333333,321.6,2075.0,3140.0,203.0,155.0,49.0,27000.0,Unknown,900.0,,,1100.0
Piston,Unknown,False,125.0,20.33333333,7.416666667,28.75,201.0,1160.0,1750.0,162.0,125.0,49.0,,Unknown,682.0,1496.0,1519.0,505.0
Jet,True,False,,60.41666667,20.41666667,54.41666667,2660.0,,43750.0,490.0,438.0,,43000.0,Unknown,4200.0,,3020.0,2770.0
Jet,Unknown,False,,60.41666667,20.41666667,54.41666667,17822.0,20999.0,41900.0,496.0,435.0,106.0,43000.0,Unknown,4050.0,,3440.0,
Jet,Unknown,False,,60.41666667,20.41666667,54.41666667,2660.0,,40921.0,489.0,427.0,,43000.0,Unknown,,,,
Piston,Unknown,False,90.0,20.0,6.25,35.0,167.5,870.0,1400.0,96.0,83.0,37.0,16000.0,Unknown,660.0,1850.0,1540.0,273.0
Piston,Unknown,False,85.0,19.66666667,6.083333333,34.58333333,201.0,791.0,1400.0,91.0,83.0,37.0,15500.0,Unknown,640.0,1850.0,1540.0,346.0
Piston,Unknown,False,65.0,19.66666667,6.083333333,34.58333333,93.8,750.0,1260.0,91.0,78.0,37.0,14000.0,Unknown,550.0,1950.0,1540.0,182.0
Piston,True,True,350.0,34.83333333,12.08333333,34.16666667,1105.5,3737.0,5500.0,300.0,252.0,74.0,25000.0,23000.0,2010.0,2040.0,1840.0,900.0
Piston,True,True,325.0,34.83333333,12.08333333,36.66666667,1105.5,4056.0,6000.0,260.0,250.0,77.0,25000.0,15000.0,1955.0,1980.0,2076.0,1137.0
Piston,Unknown,True,350.0,27.5,8.416666667,33.5,294.8,2247.0,3650.0,230.0,213.0,59.0,25000.0,Unknown,1517.0,1913.0,1450.0,720.0
Piston,Unknown,True,350.0,26.41666667,7.583333333,33.5,294.8,,3400.0,235.0,217.0,51.0,25000.0,Unknown,1700.0,1769.0,1177.0,717.0
Piston,Unknown,False,160.0,23.41666667,6.25,32.75,268.0,1330.0,2200.0,,135.0,40.0,13000.0,Unknown,825.0,1180.0,500.0,540.0
Piston,Unknown,False,180.0,23.41666667,6.25,32.9,268.0,1350.0,2400.0,,140.0,40.0,15000.0,Unknown,920.0,1150.0,500.0,500.0
Piston,Unknown,False,260.0,23.5,8.333333333,32.91666667,489.1,1610.0,2500.0,,142.0,34.0,20000.0,Unknown,1650.0,600.0,500.0,
Piston,Unknown,False,235.0,22.75,6.333333333,33.16666667,268.0,1500.0,2500.0,,148.0,30.0,20000.0,Unknown,1350.0,600.0,600.0,478.0
Piston,Unknown,False,235.0,23.5,6.333333333,33.16666667,268.0,1425.0,2500.0,157.0,129.0,38.0,20000.0,Unknown,1900.0,540.0,540.0,360.0
Piston,Unknown,False,235.0,23.5,6.333333333,30.83333333,268.0,1400.0,2300.0,,150.0,33.0,20000.0,Unknown,1350.0,600.0,600.0,360.0
Piston,Unknown,False,220.0,23.16666667,6.333333333,30.83333333,281.4,1300.0,2300.0,157.0,150.0,33.0,19000.0,Unknown,1250.0,585.0,600.0,485.0
Piston,Unknown,False,210.0,22.75,6.333333333,30.83333333,268.0,1400.0,2300.0,,170.0,33.0,20000.0,Unknown,1250.0,600.0,600.0,430.0
Piston,Unknown,False,210.0,22.75,6.333333333,30.83333333,268.0,1350.0,2300.0,157.0,137.0,33.0,18000.0,Unknown,1250.0,600.0,600.0,345.0
Piston,Unknown,False,180.0,22.75,6.333333333,30.83333333,268.0,1300.0,2300.0,,136.0,33.0,15000.0,Unknown,900.0,800.0,600.0,525.0
Piston,Unknown,False,220.0,22.0,6.166666667,29.66666667,281.4,1280.0,2300.0,157.0,152.0,35.0,19000.0,Unknown,1250.0,600.0,650.0,530.0
Piston,Unknown,False,210.0,22.0,6.166666667,29.66666667,281.4,1250.0,2100.0,157.0,143.0,35.0,18000.0,Unknown,1250.0,585.0,600.0,500.0
Piston,Unknown,False,180.0,22.5,6.166666667,29.66666667,281.4,1250.0,2300.0,148.0,135.0,35.0,17000.0,Unknown,1000.0,700.0,600.0,525.0
Piston,Unknown,False,145.0,22.0,6.166666667,29.66666667,281.4,1100.0,2100.0,157.0,130.0,35.0,12000.0,Unknown,700.0,900.0,600.0,750.0
Piston,Unknown,False,967.0,31.16666667,12.0,58.0,710.2,5500.0,9300.0,151.0,109.0,54.0,25000.0,Unknown,1400.0,,1600.0,
Jet,True,False,,48.41666667,13.83333333,43.5,4260.0,9925.0,15780.0,456.0,438.0,,41000.0,Unknown,3180.0,3950.0,2930.0,1530.0
Jet,True,False,,48.41666667,13.83333333,43.5,4260.0,9410.0,14630.0,430.0,400.0,77.0,41000.0,Unknown,3050.0,3850.0,2800.0,1513.0
Jet,True,False,,48.33333333,13.75,43.41666667,4328.2,8300.0,13890.0,434.0,410.0,77.0,41000.0,Unknown,3000.0,4100.0,2700.0,1510.0
Propjet,True,False,778.0,39.41666667,13.66666667,39.16666667,2700.1,7650.0,11575.0,309.0,296.0,77.0,29750.0,14800.0,2200.0,2170.0,1880.0,1391.0
Propjet,True,False,727.0,33.25,12.91666667,39.16666667,2700.1,7010.0,10470.0,322.0,313.0,73.0,33500.0,16900.0,2350.0,1800.0,1600.0,1600.0
Propjet,True,False,724.0,33.25,12.91666667,39.16666667,2438.8,6864.0,10470.0,317.0,304.0,73.0,32200.0,18000.0,2840.0,1800.0,1600.0,1250.0
Propjet,True,False,776.0,39.41666667,13.66666667,39.16666667,2438.8,7570.0,11575.0,296.0,283.0,77.0,29600.0,15450.0,2630.0,2170.0,1880.0,1200.0
Propjet,True,False,724.0,33.25,12.91666667,39.16666667,2452.2,5920.0,9920.0,317.0,270.0,71.0,33200.0,19800.0,3100.0,1700.0,1490.0,1175.0
Propjet,True,False,724.0,39.41666667,13.66666667,39.16666667,2452.2,6800.0,10800.0,300.0,265.0,73.0,30800.0,18700.0,2690.0,1870.0,1670.0,1150.0
Propjet,True,False,705.0,39.41666667,13.66666667,39.16666667,2452.2,6700.0,10800.0,283.0,261.0,73.0,27000.0,11600.0,2590.0,1890.0,1670.0,1100.0
Propjet,True,False,705.0,33.25,12.91666667,39.16666667,2452.2,5790.0,9920.0,296.0,270.0,71.0,30400.0,14800.0,2875.0,1700.0,1320.0,1150.0
Propjet,True,False,605.0,33.25,13.0,39.16666667,1909.5,5730.0,8930.0,261.0,,64.0,26000.0,12500.0,2000.0,1600.0,1100.0,880.0
Piston,Unknown,False,280.0,26.75,8.333333333,36.41666667,670.0,2370.0,3374.0,242.0,237.0,59.0,25000.0,Unknown,1380.0,,,1852.0
Jet,Unknown,False,,26.66666667,8.333333333,36.5,596.3,2380.0,3368.0,242.0,175.0,56.0,25000.0,Unknown,1375.0,2100.0,2650.0,1275.0
Piston,Unknown,False,270.0,26.91666667,8.333333333,36.08333333,643.2,2353.0,3368.0,236.0,223.0,58.0,25000.0,Unknown,1230.0,2050.0,2600.0,
Piston,Unknown,False,280.0,26.75,8.333333333,36.08333333,636.5,2200.0,3368.0,197.0,191.0,60.0,21000.0,Unknown,1200.0,1700.0,1600.0,900.0
Piston,Unknown,False,217.0,26.91666667,8.333333333,36.08333333,408.7,2003.0,2900.0,161.0,,57.0,19300.0,Unknown,1030.0,2550.0,1910.0,
Piston,Unknown,False,310.0,26.08333333,9.083333333,35.0,616.4,2380.0,3680.0,217.0,200.0,60.0,24000.0,Unknown,1120.0,2079.0,1549.0,813.0
Piston,Unknown,False,310.0,26.66666667,8.333333333,36.5,670.0,2250.0,3380.0,197.0,170.0,59.0,20000.0,Unknown,1300.0,2600.0,2500.0,1450.0
Piston,Unknown,False,244.0,26.91666667,8.333333333,36.08333333,502.5,2194.0,3300.0,195.0,145.0,59.0,18500.0,Unknown,,,,980.0
Piston,Unknown,False,220.0,25.41666667,8.333333333,36.08333333,536.0,2000.0,3100.0,213.0,197.0,60.0,25000.0,Unknown,1300.0,2000.0,2320.0,1100.0
Piston,Unknown,False,210.0,25.41666667,8.333333333,36.08333333,502.5,1800.0,2900.0,219.0,201.0,59.0,28000.0,Unknown,1080.0,2200.0,2300.0,980.0
Piston,Unknown,False,200.0,24.66666667,8.333333333,36.08333333,428.8,1710.0,2740.0,178.0,171.0,54.0,18600.0,Unknown,1060.0,1700.0,1600.0,690.0
Piston,Unknown,False,210.0,25.41666667,8.333333333,36.08333333,502.5,1800.0,2900.0,201.0,191.0,57.0,24000.0,Unknown,1080.0,2060.0,2280.0,980.0
Piston,Unknown,False,200.0,24.66666667,8.333333333,36.08333333,428.8,1671.0,2740.0,175.0,170.0,53.0,18800.0,Unknown,1030.0,1550.0,1550.0,690.0
Piston,Unknown,False,200.0,24.0,8.333333333,35.0,428.8,1640.0,2740.0,161.0,156.0,54.0,18800.0,Unknown,1055.0,1385.0,1786.0,734.0
Piston,Unknown,False,200.0,23.16666667,8.333333333,35.0,348.4,1600.0,2575.0,165.0,160.0,50.0,21200.0,Unknown,1125.0,1550.0,1550.0,601.0
Piston,Unknown,False,180.0,24.25,8.333333333,35.0,348.4,1585.0,2525.0,155.0,147.0,50.0,17000.0,Unknown,875.0,1250.0,1670.0,627.0
Piston,Unknown,False,180.0,23.16666667,8.333333333,35.0,348.4,1525.0,2575.0,147.0,143.0,50.0,16500.0,Unknown,800.0,1395.0,1610.0,659.0
Piston,Unknown,False,180.0,23.16666667,8.333333333,35.0,348.4,1525.0,2575.0,153.0,150.0,50.0,19500.0,Unknown,860.0,1395.0,1550.0,659.0
Piston,Unknown,False,200.0,23.16666667,8.333333333,35.0,348.4,1575.0,2575.0,171.0,163.0,50.0,18800.0,Unknown,1110.0,1300.0,1365.0,601.0
Piston,Unknown,False,180.0,23.16666667,8.333333333,35.0,348.4,1525.0,2575.0,165.0,158.0,50.0,17200.0,Unknown,800.0,1250.0,1550.0,659.0
Piston,Unknown,False,180.0,23.16666667,8.333333333,35.0,348.4,1525.0,2450.0,165.0,158.0,50.0,18500.0,Unknown,1150.0,1050.0,1100.0,745.0
Piston,Unknown,False,180.0,23.08333333,8.25,35.0,234.5,1440.0,2450.0,165.0,157.0,50.0,20000.0,Unknown,1150.0,1050.0,1100.0,513.0
Piston,Unknown,False,150.0,23.08333333,8.25,35.0,234.5,1415.0,2450.0,149.0,143.0,50.0,17200.0,Unknown,900.0,1150.0,1100.0,655.0
Piston,Unknown,False,180.0,23.16666667,8.333333333,35.0,348.4,1455.0,2500.0,128.0,117.0,50.0,13600.0,Unknown,740.0,1125.0,1100.0,715.0
Piston,Unknown,False,90.0,20.66666667,7.666666667,30.0,160.8,950.0,1450.0,103.0,96.0,40.0,12500.0,Unknown,835.0,953.0,1016.0,484.0
Piston,Unknown,False,90.0,20.0,6.25,30.0,160.8,950.0,1450.0,112.0,108.0,39.0,17300.0,Unknown,640.0,1250.0,1350.0,456.0
Piston,Unknown,False,65.0,17.58333333,6.166666667,26.08333333,80.4,575.0,850.0,123.0,109.0,37.0,19400.0,Unknown,1000.0,1000.0,1000.0,
Piston,Unknown,False,285.0,27.41666667,8.5,34.75,268.0,2000.0,3315.0,177.0,166.0,48.0,21500.0,Unknown,1375.0,980.0,980.0,335.0
Piston,Unknown,False,260.0,27.41666667,8.416666667,34.41666667,723.6,1925.0,3315.0,160.0,156.0,51.0,20500.0,Unknown,1150.0,980.0,980.0,1043.0
Piston,Unknown,False,260.0,27.25,8.416666667,33.25,268.0,1950.0,2850.0,165.0,147.0,57.0,16600.0,Unknown,1110.0,1100.0,1100.0,340.0
Piston,Unknown,False,205.0,27.25,8.416666667,33.25,268.0,1782.0,2750.0,142.0,135.0,57.0,15600.0,Unknown,1050.0,900.0,1100.0,430.0
Propjet,True,False,850.0,47.25,13.08333333,46.0,2630.0,7200.0,10810.0,400.0,,90.0,41000.0,Unknown,3000.0,2630.0,2650.0,1746.0
Propjet,Unknown,False,1200.0,47.25,14.0,53.25,2693.4,5732.0,9920.0,270.0,265.0,64.0,30000.0,Unknown,1680.0,2300.0,1830.0,2261.0
Propjet,True,False,1000.0,43.41666667,17.0,47.66666667,3819.0,7856.0,12050.0,351.0,334.0,,41000.0,28700.0,3242.0,1930.0,2280.0,1879.0
Propjet,True,False,720.0,43.41666667,14.75,47.66666667,3872.6,6837.0,11200.0,312.0,288.0,89.0,35840.0,23200.0,2380.0,2280.0,3043.0,1722.0
Propjet,True,False,720.0,43.41666667,14.75,47.66666667,2613.0,6389.0,11200.0,290.0,275.0,87.0,32000.0,18200.0,2236.0,3230.0,3017.0,1515.0
Propjet,True,False,620.0,36.66666667,12.75,42.66666667,2559.4,5164.0,9474.0,275.0,270.0,77.0,32400.0,14900.0,1750.0,2940.0,2446.0,1336.0
Propjet,True,False,620.0,34.66666667,12.75,42.66666667,2559.4,5018.0,9000.0,283.0,269.0,75.0,31600.0,14600.0,2710.0,1980.0,2480.0,1444.0
Propjet,True,False,500.0,34.66666667,12.75,42.66666667,2452.2,5110.0,8700.0,261.0,247.0,71.0,28200.0,13750.0,1750.0,2444.0,2263.0,861.0
Propjet,True,False,500.0,34.66666667,12.75,40.66666667,2010.0,4907.0,8700.0,248.0,236.0,72.0,28200.0,12500.0,1750.0,2444.0,2263.0,883.0
Piston,True,False,425.0,34.41666667,13.25,40.58333333,1246.2,5004.0,7800.0,243.0,220.0,73.0,29000.0,12100.0,1740.0,2200.0,2700.0,690.0
Piston,True,False,350.0,34.5,13.0,44.66666667,1594.6,5070.0,7200.0,242.0,220.0,75.0,26500.0,14300.0,1220.0,3035.0,2305.0,1190.0
Piston,True,False,350.0,34.58333333,13.0,40.66666667,1219.4,4221.0,7000.0,230.0,211.0,74.0,24000.0,13700.0,1120.0,2510.0,1880.0,883.0
Piston,True,False,325.0,32.58333333,13.75,40.66666667,1226.1,4099.0,6500.0,228.0,220.0,70.0,24000.0,15300.0,1220.0,2250.0,1818.0,899.0
Piston,True,False,310.0,32.58333333,12.0,40.66666667,1252.9,4003.0,6500.0,227.0,194.0,70.0,24000.0,15200.0,1220.0,2160.0,1818.0,965.0
Piston,True,False,310.0,32.41666667,13.0,40.5,1005.0,3842.0,6500.0,226.0,215.0,62.0,26300.0,15800.0,1395.0,1760.0,1690.0,840.0
Piston,True,False,300.0,32.5,13.0,40.5,1005.0,3605.0,6200.0,195.0,183.0,61.0,20500.0,5750.0,1440.0,1950.0,1690.0,753.0
Piston,True,False,250.0,31.16666667,10.08333333,37.33333333,917.9,3323.0,5200.0,,215.0,55.0,24000.0,17000.0,1470.0,1980.0,1585.0,565.0
Piston,True,False,250.0,31.16666667,10.25,37.16666667,964.8,3229.0,5200.0,220.0,197.0,59.0,30000.0,18700.0,1530.0,1250.0,1250.0,620.0
Piston,True,False,250.0,31.16666667,10.08333333,37.33333333,917.9,3184.0,5200.0,,178.0,55.0,17600.0,4800.0,1400.0,1980.0,1585.0,680.0
Piston,True,False,250.0,31.16666667,10.25,37.16666667,964.8,3042.0,5200.0,188.0,183.0,59.0,21100.0,6400.0,1490.0,1250.0,1250.0,722.0
Piston,True,False,250.0,30.16666667,10.25,37.16666667,938.0,3123.0,5200.0,223.0,205.0,59.0,30000.0,18500.0,1490.0,1250.0,1250.0,645.0
Piston,True,False,250.0,30.16666667,10.25,37.08333333,964.8,2933.0,5200.0,188.0,179.0,59.0,19800.0,6400.0,1490.0,1250.0,1680.0,758.0
Piston,True,False,250.0,27.58333333,10.25,37.08333333,964.8,2900.0,4800.0,187.0,178.0,54.0,22500.0,7500.0,1650.0,1100.0,1260.0,770.0
Piston,True,False,220.0,28.5,9.75,38.75,817.4,3375.0,4750.0,205.0,174.0,61.0,25000.0,17400.0,,1825.0,2700.0,700.0
Piston,True,False,220.0,28.5,9.75,38.75,824.1,3314.0,4750.0,196.0,191.0,64.0,25000.0,12000.0,1400.0,1210.0,1978.0,
Piston,True,False,220.0,28.5,9.75,38.75,623.1,2852.0,4750.0,196.0,178.0,64.0,25000.0,12000.0,1400.0,1210.0,1978.0,725.0
Piston,True,False,200.0,28.58333333,9.916666667,38.91666667,623.1,2841.0,4570.0,196.0,177.0,62.0,25000.0,13400.0,1340.0,1240.0,2110.0,725.0
Piston,True,False,200.0,28.5,9.916666667,38.91666667,670.0,2623.0,4200.0,170.0,162.0,60.0,17900.0,3650.0,1360.0,1420.0,1335.0,685.0
Piston,True,False,200.0,28.5,9.916666667,38.91666667,670.0,2586.0,4000.0,170.0,162.0,58.0,20000.0,6600.0,1460.0,1140.0,1335.0,685.0
Piston,True,False,180.0,27.58333333,8.5,38.58333333,723.6,2461.0,3925.0,195.0,183.0,56.0,20000.0,12500.0,1290.0,1500.0,1400.0,850.0
Piston,True,False,180.0,27.5,8.416666667,38.5,723.6,2406.0,3800.0,202.0,157.0,55.0,15000.0,3800.0,1340.0,1520.0,1238.0,681.0
Piston,True,False,160.0,25.16666667,8.166666667,36.66666667,804.0,2416.0,3725.0,214.0,192.0,61.0,25000.0,12600.0,1290.0,1590.0,1900.0,1188.0
Piston,True,False,160.0,25.16666667,8.166666667,36.0,603.0,2270.0,3600.0,178.0,172.0,61.0,20000.0,7100.0,1460.0,1530.0,1870.0,785.0
Piston,True,False,160.0,25.08333333,8.166666667,36.66666667,804.0,2416.0,3725.0,214.0,209.0,60.0,30000.0,17000.0,1290.0,1590.0,1900.0,1100.0
Piston,True,False,160.0,25.08333333,8.166666667,36.0,603.0,2270.0,3600.0,178.0,172.0,60.0,20000.0,7100.0,1460.0,1530.0,1870.0,785.0
Piston,True,False,160.0,25.08333333,7.25,36.66666667,804.0,2408.0,3725.0,209.0,194.0,60.0,30000.0,19000.0,1460.0,1570.0,1875.0,1100.0
Piston,True,False,160.0,25.08333333,7.25,36.0,603.0,2210.0,3600.0,178.0,169.0,60.0,18600.0,5800.0,1460.0,1570.0,1875.0,770.0
Piston,True,False,235.0,27.58333333,10.25,37.08333333,964.8,2735.0,4800.0,176.0,166.0,54.0,17200.0,6600.0,1450.0,1280.0,1360.0,710.0
Piston,True,False,160.0,27.33333333,9.5,37.08333333,482.4,2230.0,3800.0,159.0,150.0,53.0,17000.0,5500.0,1260.0,1550.0,1360.0,616.0
Piston,True,False,150.0,27.33333333,9.5,37.08333333,482.4,2180.0,3500.0,157.0,148.0,51.0,17000.0,5300.0,1250.0,1600.0,1360.0,603.0
Propjet,Unknown,False,600.0,29.83333333,11.33333333,43.25,1742.0,3650.0,6000.0,274.0,257.0,,30000.0,Unknown,1556.0,2635.0,2659.0,1484.0
Propjet,Unknown,False,500.0,29.58333333,11.33333333,43.0,1139.0,3417.0,5092.0,260.0,245.0,69.0,30000.0,Unknown,1556.0,2438.0,2110.0,1000.0
Propjet,Unknown,False,500.0,29.58333333,11.25,43.0,1139.0,3433.0,5092.0,260.0,225.0,69.0,30000.0,Unknown,,2438.0,2110.0,1000.0
Piston,Unknown,False,350.0,28.5,11.41666667,43.0,804.0,2790.0,4300.0,232.0,201.0,60.0,25000.0,Unknown,1218.0,2375.0,1964.0,1261.0
Piston,Unknown,False,350.0,28.75,11.25,43.0,804.0,3050.0,4340.0,213.0,203.0,58.0,25000.0,Unknown,,2090.0,1968.0,1343.0
Piston,Unknown,False,310.0,28.41666667,11.33333333,43.0,804.0,2460.0,4100.0,203.0,187.0,50.0,25000.0,Unknown,1143.0,2025.0,1800.0,1261.0
Piston,Unknown,False,400.0,25.66666667,7.083333333,36.0,670.0,2110.0,3600.0,194.0,185.0,59.0,19500.0,Unknown,1600.0,1500.0,1820.0,756.0
Piston,Unknown,False,260.0,25.66666667,7.25,36.0,402.0,1773.0,3200.0,170.0,161.0,53.0,19500.0,Unknown,1320.0,1400.0,1200.0,628.0
Piston,Unknown,False,260.0,25.25,7.25,36.0,402.0,1728.0,3100.0,169.0,158.0,53.0,20000.0,Unknown,1370.0,1040.0,1015.0,638.0
Piston,Unknown,False,250.0,24.08333333,7.25,36.0,402.0,1690.0,2800.0,165.0,157.0,53.0,20000.0,Unknown,1350.0,1650.0,1025.0,630.0
Piston,Unknown,False,180.0,24.75,7.25,36.0,402.0,1530.0,2550.0,145.0,139.0,53.0,18500.0,Unknown,910.0,2240.0,1025.0,730.0
Piston,Unknown,False,300.0,27.75,8.5,36.16666667,683.4,2464.0,3600.0,192.0,177.0,60.0,20000.0,Unknown,1119.0,1800.0,1520.0,822.0
Piston,Unknown,False,300.0,27.91666667,8.5,36.16666667,683.4,2411.0,3600.0,175.0,166.0,61.0,15588.0,Unknown,,1770.0,1520.0,859.0
Piston,Unknown,False,300.0,28.16666667,8.166666667,36.16666667,683.4,2078.0,3600.0,195.0,177.0,57.0,20000.0,Unknown,1120.0,1420.0,1725.0,784.0
Piston,Unknown,False,300.0,27.66666667,8.166666667,36.16666667,683.4,1999.0,3600.0,163.0,158.0,57.0,15588.0,Unknown,1116.0,1573.0,1612.0,784.0
